sample_id,donor,stimulation,stimulus_concentration_ng_ml,perturbagen,cytokine_concentration_ng_ml,protein,response_value
7877,donor_6,LPS,2000,control,0,CCL24,0.510939598
7877,donor_6,LPS,2000,control,0,CCL5,0.779519916
7877,donor_6,LPS,2000,control,0,CCL7,0.145683035
7877,donor_6,LPS,2000,control,0,CCL8,-0.0453515016
7877,donor_6,LPS,2000,control,0,CXCL1,0.874521911
7877,donor_6,LPS,2000,control,0,CXCL10,0.00603984576
7877,donor_6,LPS,2000,control,0,CXCL16,0.436224818
7877,donor_6,LPS,2000,control,0,G-CSF,0.422474205
7877,donor_6,LPS,2000,control,0,GM-CSF,0.156316221
7877,donor_6,LPS,2000,control,0,IFN gamma,0.642538011
7877,donor_6,LPS,2000,control,0,IL-1 RA RN,0.383179069
7877,donor_6,LPS,2000,control,0,IL-1 alpha,0.682287574
7877,donor_6,LPS,2000,control,0,IL-1 beta,1.10870075
7877,donor_6,LPS,2000,control,0,IL-12 p40,0.616313994
7877,donor_6,LPS,2000,control,0,IL-6,1.07175159
7877,donor_6,LPS,2000,control,0,MMP-1,0.470020771
7877,donor_6,LPS,2000,control,0,TNF RII,0.257044941
7877,donor_6,LPS,2000,control,0,TNF alpha,1.05543816
7902,donor_6,LPS,2000,control,0,CCL1,0.488002867
7902,donor_6,LPS,2000,control,0,CCL2,1.08323693
7902,donor_6,LPS,2000,control,0,CCL22,0.536120534
7902,donor_6,LPS,2000,control,0,CCL24,0.509946346
7902,donor_6,LPS,2000,control,0,CCL5,0.794991314
7902,donor_6,LPS,2000,control,0,CCL7,0.158857182
7902,donor_6,LPS,2000,control,0,CCL8,0.150018826
7902,donor_6,LPS,2000,control,0,CXCL1,0.890224516
7902,donor_6,LPS,2000,control,0,CXCL10,0.0354077742
7902,donor_6,LPS,2000,control,0,CXCL16,0.46307835
7902,donor_6,LPS,2000,control,0,G-CSF,0.378162205
7902,donor_6,LPS,2000,control,0,GM-CSF,0.148919359
7902,donor_6,LPS,2000,control,0,IFN gamma,0.612876892
7902,donor_6,LPS,2000,control,0,IL-1 RA RN,0.441399217
7902,donor_6,LPS,2000,control,0,IL-1 alpha,0.687137961
7902,donor_6,LPS,2000,control,0,IL-1 beta,1.07917976
7902,donor_6,LPS,2000,control,0,IL-12 p40,0.643272102
7902,donor_6,LPS,2000,control,0,IL-6,1.06185448
7902,donor_6,LPS,2000,control,0,MMP-1,0.481429905
7902,donor_6,LPS,2000,control,0,TNF RII,0.268928915
7902,donor_6,LPS,2000,control,0,TNF alpha,1.04346275
7922,donor_6,LPS,2000,control,0,CCL1,0.54286319
7922,donor_6,LPS,2000,control,0,CCL2,1.04914308
7922,donor_6,LPS,2000,control,0,CCL22,0.494416237
7922,donor_6,LPS,2000,control,0,CCL24,0.369933635
7922,donor_6,LPS,2000,control,0,CCL5,0.746176779
7922,donor_6,LPS,2000,control,0,CCL7,0.113153033
7922,donor_6,LPS,2000,control,0,CCL8,-0.07848268
7922,donor_6,LPS,2000,control,0,CXCL1,0.851987302
7922,donor_6,LPS,2000,control,0,CXCL10,0.0215893798
7922,donor_6,LPS,2000,control,0,CXCL16,0.431981802
7922,donor_6,LPS,2000,control,0,G-CSF,0.358677745
7922,donor_6,LPS,2000,control,0,GM-CSF,0.113924794
7922,donor_6,LPS,2000,control,0,IFN gamma,0.753475606
7922,donor_6,LPS,2000,control,0,IL-1 RA RN,0.363318831
7922,donor_6,LPS,2000,control,0,IL-1 alpha,0.659175456
7922,donor_6,LPS,2000,control,0,IL-1 beta,1.00267589
7922,donor_6,LPS,2000,control,0,IL-12 p40,0.600348294
7922,donor_6,LPS,2000,control,0,IL-6,1.03831422
7922,donor_6,LPS,2000,control,0,MMP-1,0.553110301
7922,donor_6,LPS,2000,control,0,TNF RII,0.258919775
7922,donor_6,LPS,2000,control,0,TNF alpha,1.01396835
7927,donor_6,LPS,2000,control,0,CCL1,0.475619137
7927,donor_6,LPS,2000,control,0,CCL2,1.10640752
7927,donor_6,LPS,2000,control,0,CCL22,0.53562963
7927,donor_6,LPS,2000,control,0,CCL24,0.392455637
7927,donor_6,LPS,2000,control,0,CCL5,0.773125052
7927,donor_6,LPS,2000,control,0,CCL7,0.138979658
7927,donor_6,LPS,2000,control,0,CCL8,-0.149332002
7927,donor_6,LPS,2000,control,0,CXCL1,0.877156317
7927,donor_6,LPS,2000,control,0,CXCL10,-0.000473639288
7927,donor_6,LPS,2000,control,0,CXCL16,0.380639732
7927,donor_6,LPS,2000,control,0,G-CSF,0.375840366
7927,donor_6,LPS,2000,control,0,GM-CSF,0.129649043
7927,donor_6,LPS,2000,control,0,IFN gamma,0.627236903
7927,donor_6,LPS,2000,control,0,IL-1 RA RN,0.394075692
7927,donor_6,LPS,2000,control,0,IL-1 alpha,0.687796235
7927,donor_6,LPS,2000,control,0,IL-1 beta,1.13160276
7927,donor_6,LPS,2000,control,0,IL-12 p40,0.580271184
7927,donor_6,LPS,2000,control,0,IL-6,1.05128372
7927,donor_6,LPS,2000,control,0,MMP-1,0.37722674
7927,donor_6,LPS,2000,control,0,TNF RII,0.271332085
7927,donor_6,LPS,2000,control,0,TNF alpha,1.01680148
7950,donor_6,LPS,2000,control,0,CCL1,0.55307436
7950,donor_6,LPS,2000,control,0,CCL2,1.04681301
7950,donor_6,LPS,2000,control,0,CCL22,0.562434852
7950,donor_6,LPS,2000,control,0,CCL24,0.418424308
7950,donor_6,LPS,2000,control,0,CCL5,0.764345229
7950,donor_6,LPS,2000,control,0,CCL7,0.157796711
7950,donor_6,LPS,2000,control,0,CCL8,0.0299374089
7950,donor_6,LPS,2000,control,0,CXCL1,0.861808538
7950,donor_6,LPS,2000,control,0,CXCL10,0.0178883281
7950,donor_6,LPS,2000,control,0,CXCL16,0.383260399
7950,donor_6,LPS,2000,control,0,G-CSF,0.389282137
7950,donor_6,LPS,2000,control,0,GM-CSF,0.153720722
7950,donor_6,LPS,2000,control,0,IFN gamma,0.635496795
7950,donor_6,LPS,2000,control,0,IL-1 RA RN,0.369330972
7950,donor_6,LPS,2000,control,0,IL-1 alpha,0.718805313
7950,donor_6,LPS,2000,control,0,IL-1 beta,1.07823002
7950,donor_6,LPS,2000,control,0,IL-12 p40,0.570661545
7950,donor_6,LPS,2000,control,0,IL-6,1.09263396
7950,donor_6,LPS,2000,control,0,MMP-1,0.376652926
7950,donor_6,LPS,2000,control,0,TNF RII,0.230622157
7950,donor_6,LPS,2000,control,0,TNF alpha,1.05727792
7996,donor_6,LPS,2000,control,0,CCL1,0.656579673
7996,donor_6,LPS,2000,control,0,CCL2,1.03888822
7996,donor_6,LPS,2000,control,0,CCL22,0.557606399
7996,donor_6,LPS,2000,control,0,CCL24,0.499923259
7996,donor_6,LPS,2000,control,0,CCL5,0.76494801
7996,donor_6,LPS,2000,control,0,CCL7,0.151435107
7996,donor_6,LPS,2000,control,0,CCL8,0.0684175491
7996,donor_6,LPS,2000,control,0,CXCL1,0.840784848
7996,donor_6,LPS,2000,control,0,CXCL10,0.0210791733
7996,donor_6,LPS,2000,control,0,CXCL16,0.420496345
7996,donor_6,LPS,2000,control,0,G-CSF,0.336185545
7996,donor_6,LPS,2000,control,0,GM-CSF,0.144194096
7996,donor_6,LPS,2000,control,0,IFN gamma,0.739335537
7996,donor_6,LPS,2000,control,0,IL-1 RA RN,0.370511323
7996,donor_6,LPS,2000,control,0,IL-1 alpha,0.637379408
7996,donor_6,LPS,2000,control,0,IL-1 beta,1.06536222
7996,donor_6,LPS,2000,control,0,IL-12 p40,0.678928673
7996,donor_6,LPS,2000,control,0,IL-6,1.04461968
7996,donor_6,LPS,2000,control,0,MMP-1,0.41753602
7996,donor_6,LPS,2000,control,0,TNF RII,0.243625328
7996,donor_6,LPS,2000,control,0,TNF alpha,1.03829491
8000,donor_6,LPS,2000,control,0,CCL1,0.543938935
8000,donor_6,LPS,2000,control,0,CCL2,1.03493285
8000,donor_6,LPS,2000,control,0,CCL22,0.517051697
8000,donor_6,LPS,2000,control,0,CCL24,0.383738786
8000,donor_6,LPS,2000,control,0,CCL5,0.771988392
8000,donor_6,LPS,2000,control,0,CCL7,0.126255915
8000,donor_6,LPS,2000,control,0,CCL8,-0.0877790898
8000,donor_6,LPS,2000,control,0,CXCL1,0.85342896
8000,donor_6,LPS,2000,control,0,CXCL10,0.0218706876
8000,donor_6,LPS,2000,control,0,CXCL16,0.378113419
8000,donor_6,LPS,2000,control,0,G-CSF,0.359023869
8000,donor_6,LPS,2000,control,0,GM-CSF,0.177617088
8000,donor_6,LPS,2000,control,0,IFN gamma,0.547905564
8000,donor_6,LPS,2000,control,0,IL-1 RA RN,0.388918221
8000,donor_6,LPS,2000,control,0,IL-1 alpha,0.651831627
8000,donor_6,LPS,2000,control,0,IL-1 beta,1.06351686
8000,donor_6,LPS,2000,control,0,IL-12 p40,0.643594861
8000,donor_6,LPS,2000,control,0,IL-6,1.05582762
8000,donor_6,LPS,2000,control,0,MMP-1,0.416488528
8000,donor_6,LPS,2000,control,0,TNF RII,0.243453056
8000,donor_6,LPS,2000,control,0,TNF alpha,1.03847253
8019,donor_6,LPS,2000,control,0,CCL1,0.645671606
8019,donor_6,LPS,2000,control,0,CCL2,1.02313662
8019,donor_6,LPS,2000,control,0,CCL22,0.488185585
8019,donor_6,LPS,2000,control,0,CCL24,0.435270369
8019,donor_6,LPS,2000,control,0,CCL5,0.761446476
8019,donor_6,LPS,2000,control,0,CCL7,0.141131341
8019,donor_6,LPS,2000,control,0,CCL8,-0.0066133514
8019,donor_6,LPS,2000,control,0,CXCL1,0.873481691
8019,donor_6,LPS,2000,control,0,CXCL10,0.00194445101
8019,donor_6,LPS,2000,control,0,CXCL16,0.438800365
8019,donor_6,LPS,2000,control,0,G-CSF,0.361651331
8019,donor_6,LPS,2000,control,0,GM-CSF,0.154805794
8019,donor_6,LPS,2000,control,0,IFN gamma,0.57807821
8019,donor_6,LPS,2000,control,0,IL-1 RA RN,0.375825703
8019,donor_6,LPS,2000,control,0,IL-1 alpha,0.643048942
8019,donor_6,LPS,2000,control,0,IL-1 beta,1.09938574
8019,donor_6,LPS,2000,control,0,IL-12 p40,0.660839975
8019,donor_6,LPS,2000,control,0,IL-6,1.00483859
8019,donor_6,LPS,2000,control,0,MMP-1,0.455301523
8019,donor_6,LPS,2000,control,0,TNF RII,0.267062694
8019,donor_6,LPS,2000,control,0,TNF alpha,1.0262897
8021,donor_6,LPS,2000,control,0,CCL1,0.52020365
8021,donor_6,LPS,2000,control,0,CCL2,1.08626616
8021,donor_6,LPS,2000,control,0,CCL22,0.56985575
8021,donor_6,LPS,2000,control,0,CCL24,0.351767838
8021,donor_6,LPS,2000,control,0,CCL5,0.761049032
8021,donor_6,LPS,2000,control,0,CCL7,0.156520694
8021,donor_6,LPS,2000,control,0,CCL8,0.013680364
8021,donor_6,LPS,2000,control,0,CXCL1,0.854314446
8021,donor_6,LPS,2000,control,0,CXCL10,0.00391972438
8021,donor_6,LPS,2000,control,0,CXCL16,0.426184952
8021,donor_6,LPS,2000,control,0,G-CSF,0.413073778
8021,donor_6,LPS,2000,control,0,GM-CSF,0.157597229
8021,donor_6,LPS,2000,control,0,IFN gamma,0.782745063
8021,donor_6,LPS,2000,control,0,IL-1 RA RN,0.40918535
8021,donor_6,LPS,2000,control,0,IL-1 alpha,0.670637786
8021,donor_6,LPS,2000,control,0,IL-1 beta,1.10151422
8021,donor_6,LPS,2000,control,0,IL-12 p40,0.678029537
8021,donor_6,LPS,2000,control,0,IL-6,1.03099144
8021,donor_6,LPS,2000,control,0,MMP-1,0.498560935
8021,donor_6,LPS,2000,control,0,TNF RII,0.284854293
8021,donor_6,LPS,2000,control,0,TNF alpha,1.04912734
